link_id,time_index,utilization,latency_proxy,queue_proxy
NYCMng__WASHng,34,0.029681,5.153,0.0
SNVAng__STTLng,34,0.329728,7.46,0.0
ATLAM5__ATLAng,35,0.269108,6.841,0.0
ATLAng__CHINng,35,0.180455,6.101,0.0
ATLAng__HSTNng,35,0.520583,10.429,0.0
ATLAng__IPLSng,35,0.112889,5.636,0.0
ATLAng__WASHng,35,0.262104,6.776,0.0
CHINng__IPLSng,35,0.382588,8.098,0.0
CHINng__NYCMng,35,0.302926,7.173,0.0
DNVRng__KSCYng,35,0.267404,6.825,0.0
DNVRng__SNVAng,35,0.07551,5.408,0.0
HSTNng__KSCYng,35,0.560975,11.389,0.0
IPLSng__KSCYng,35,0.422445,8.657,0.0
KSCYng__SNVAng,35,0.615864,13.016,0.0
LOSAng__SNVAng,35,0.270559,6.855,0.0
NYCMng__WASHng,35,0.02353,5.12,0.0
SNVAng__STTLng,35,0.319003,7.342,0.0
ATLAM5__ATLAng,36,0.298543,7.128,0.0
ATLAng__CHINng,36,0.176927,6.075,0.0
ATLAng__HSTNng,36,0.583895,12.016,0.0
ATLAng__IPLSng,36,0.121576,5.692,0.0
ATLAng__WASHng,36,0.319514,7.348,0.0
CHINng__IPLSng,36,0.275786,6.904,0.0
CHINng__NYCMng,36,0.23299,6.519,0.0
DNVRng__KSCYng,36,0.219456,6.406,0.0
DNVRng__SNVAng,36,0.087647,5.48,0.0
HSTNng__KSCYng,36,0.569253,11.608,0.0
IPLSng__KSCYng,36,0.352984,7.728,0.0
KSCYng__SNVAng,36,0.580626,11.923,0.0
LOSAng__SNVAng,36,0.293437,7.077,0.0
NYCMng__WASHng,36,0.028027,5.144,0.0
SNVAng__STTLng,36,0.273432,6.882,0.0
ATLAM5__ATLAng,37,0.297385,7.116,0.0
ATLAng__CHINng,37,0.166825,6.001,0.0
ATLAng__HSTNng,37,0.589058,12.167,0.0
ATLAng__IPLSng,37,0.128339,5.736,0.0
ATLAng__WASHng,37,0.281858,6.962,0.0
CHINng__IPLSng,37,0.407241,8.435,0.0
CHINng__NYCMng,37,0.313837,7.287,0.0
DNVRng__KSCYng,37,0.246776,6.638,0.0
DNVRng__SNVAng,37,0.08671,5.475,0.0
HSTNng__KSCYng,37,0.551099,11.138,0.0
IPLSng__KSCYng,37,0.521753,10.455,0.0
KSCYng__SNVAng,37,0.704326,16.911,0.0
LOSAng__SNVAng,37,0.300694,7.15,0.0
NYCMng__WASHng,37,0.02902,5.149,0.0
SNVAng__STTLng,37,0.321634,7.371,0.0
ATLAM5__ATLAng,38,0.290183,7.044,0.0
ATLAng__CHINng,38,0.157937,5.938,0.0
ATLAng__HSTNng,38,0.613124,12.924,0.0
ATLAng__IPLSng,38,0.097337,5.539,0.0
ATLAng__WASHng,38,0.287251,7.015,0.0
CHINng__IPLSng,38,0.339544,7.571,0.0
CHINng__NYCMng,38,0.256112,6.721,0.0
DNVRng__KSCYng,38,0.262942,6.784,0.0
DNVRng__SNVAng,38,0.084071,5.459,0.0
HSTNng__KSCYng,38,0.585409,12.06,0.0
IPLSng__KSCYng,38,0.410889,8.487,0.0
KSCYng__SNVAng,38,0.655318,14.506,0.0
LOSAng__SNVAng,38,0.310319,7.25,0.0
NYCMng__WASHng,38,0.052891,5.279,0.0
SNVAng__STTLng,38,0.322095,7.376,0.0
ATLAM5__ATLAng,39,0.307502,7.22,0.0
ATLAng__CHINng,39,0.187444,6.153,0.0
ATLAng__HSTNng,39,0.624869,13.329,0.0
ATLAng__IPLSng,39,0.131217,5.755,0.0
ATLAng__WASHng,39,0.320125,7.354,0.0
CHINng__IPLSng,39,0.353627,7.735,0.0
CHINng__NYCMng,39,0.268747,6.838,0.0
DNVRng__KSCYng,39,0.266269,6.814,0.0
DNVRng__SNVAng,39,0.097386,5.539,0.0
HSTNng__KSCYng,39,0.617283,13.064,0.0
IPLSng__KSCYng,39,0.450787,9.104,0.0
KSCYng__SNVAng,39,0.663316,14.851,0.0
LOSAng__SNVAng,39,0.330194,7.465,0.0
NYCMng__WASHng,39,0.027311,5.14,0.0
SNVAng__STTLng,39,0.35714,7.778,0.0
ATLAM5__ATLAng,40,0.358622,7.796,0.0
ATLAng__CHINng,40,0.219341,6.405,0.0
ATLAng__HSTNng,40,0.649889,14.281,0.0
ATLAng__IPLSng,40,0.157854,5.937,0.0
ATLAng__WASHng,40,0.34844,7.674,0.0
CHINng__IPLSng,40,0.374238,7.99,0.0
CHINng__NYCMng,40,0.304821,7.192,0.0
DNVRng__KSCYng,40,0.266842,6.82,0.0
DNVRng__SNVAng,40,0.102958,5.574,0.0
HSTNng__KSCYng,40,0.610233,12.828,0.0
IPLSng__KSCYng,40,0.4652,9.349,0.0
KSCYng__SNVAng,40,0.724395,18.142,0.0
LOSAng__SNVAng,40,0.333539,7.502,0.0
NYCMng__WASHng,40,0.027881,5.143,0.0
SNVAng__STTLng,40,0.389673,8.192,0.0
ATLAM5__ATLAng,41,0.368591,7.919,0.0
ATLAng__CHINng,41,0.184942,6.135,0.0
ATLAng__HSTNng,41,0.697251,16.515,0.0
ATLAng__IPLSng,41,0.19066,6.178,0.0
ATLAng__WASHng,41,0.34283,7.608,0.0
CHINng__IPLSng,41,0.372519,7.968,0.0
CHINng__NYCMng,41,0.302645,7.17,0.0
DNVRng__KSCYng,41,0.265983,6.812,0.0
DNVRng__SNVAng,41,0.094346,5.521,0.0
HSTNng__KSCYng,41,0.652967,14.408,0.0
IPLSng__KSCYng,41,0.457462,9.216,0.0
KSCYng__SNVAng,41,0.730548,18.556,0.0
LOSAng__SNVAng,41,0.345623,7.641,0.0
NYCMng__WASHng,41,0.032183,5.166,0.0
SNVAng__STTLng,41,0.385522,8.137,0.0
ATLAM5__ATLAng,42,0.363682,7.858,0.0
ATLAng__CHINng,42,0.213496,6.357,0.0
ATLAng__HSTNng,42,0.683818,15.814,0.0
ATLAng__IPLSng,42,0.125191,5.716,0.0
ATLAng__WASHng,42,0.354324,7.744,0.0
CHINng__IPLSng,42,0.386647,8.152,0.0
CHINng__NYCMng,42,0.321163,7.366,0.0
DNVRng__KSCYng,42,0.292651,7.069,0.0
DNVRng__SNVAng,42,0.10094,5.561,0.0
HSTNng__KSCYng,42,0.678659,15.56,0.0
IPLSng__KSCYng,42,0.499634,9.993,0.0
KSCYng__SNVAng,42,0.790611,23.879,0.0
LOSAng__SNVAng,42,0.361396,7.83,0.0
NYCMng__WASHng,42,0.030003,5.155,0.0
SNVAng__STTLng,42,0.381875,8.089,0.0
ATLAM5__ATLAng,43,0.375149,8.002,0.0
ATLAng__CHINng,43,0.212447,6.349,0.0
ATLAng__HSTNng,43,0.722897,18.044,0.0
ATLAng__IPLSng,43,0.122536,5.698,0.0
ATLAng__WASHng,43,0.33114,7.475,0.0
CHINng__IPLSng,43,0.442295,8.965,0.0
CHINng__NYCMng,43,0.358402,7.793,0.0
DNVRng__KSCYng,43,0.327893,7.439,0.0
DNVRng__SNVAng,43,0.114919,5.649,0.0
HSTNng__KSCYng,43,0.720031,17.859,0.0
IPLSng__KSCYng,43,0.530358,10.646,0.0
KSCYng__SNVAng,43,0.77541,22.263,0.0
LOSAng__SNVAng,43,0.363408,7.854,0.0
NYCMng__WASHng,43,0.027639,5.142,0.0
SNVAng__STTLng,43,0.429173,8.759,0.0
ATLAM5__ATLAng,44,0.408561,8.454,0.0
ATLAng__CHINng,44,0.229621,6.49,0.0
ATLAng__HSTNng,44,0.812722,26.698,126.203
ATLAng__IPLSng,44,0.125191,5.716,0.0
ATLAng__WASHng,44,0.377121,8.027,0.0
CHINng__IPLSng,44,0.440712,8.94,0.0
CHINng__NYCMng,44,0.318796,7.34,0.0
DNVRng__KSCYng,44,0.301677,7.16,0.0
DNVRng__SNVAng,44,0.127335,5.73,0.0
HSTNng__KSCYng,44,0.751061,20.085,0.0
IPLSng__KSCYng,44,0.526542,10.561,0.0
KSCYng__SNVAng,44,0.865541,37.186,650.166
LOSAng__SNVAng,44,0.434469,8.841,0.0
NYCMng__WASHng,44,0.030542,5.158,0.0
SNVAng__STTLng,44,0.428513,8.749,0.0
ATLAM5__ATLAng,45,0.436047,8.866,0.0
ATLAng__CHINng,45,0.251089,6.676,0.0
ATLAng__HSTNng,45,0.761503,20.965,0.0
ATLAng__IPLSng,45,0.210006,6.329,0.0
ATLAng__WASHng,45,0.397199,8.295,0.0
CHINng__IPLSng,45,0.451289,9.112,0.0
CHINng__NYCMng,45,0.346829,7.655,0.0
DNVRng__KSCYng,45,0.345463,7.639,0.0
DNVRng__SNVAng,45,0.129079,5.741,0.0
HSTNng__KSCYng,45,0.73267,18.703,0.0
IPLSng__KSCYng,45,0.555288,11.243,0.0
KSCYng__SNVAng,45,0.864189,36.816,636.757
LOSAng__SNVAng,45,0.435623,8.859,0.0
NYCMng__WASHng,45,0.035556,5.184,0.0
SNVAng__STTLng,45,0.467571,9.391,0.0
ATLAM5__ATLAng,46,0.411276,8.493,0.0
ATLAng__CHINng,46,0.259564,6.753,0.0
ATLAng__HSTNng,46,0.805769,25.743,57.226
ATLAng__IPLSng,46,0.155296,5.919,0.0
ATLAng__WASHng,46,0.410897,8.487,0.0
CHINng__IPLSng,46,0.489567,9.796,0.0
CHINng__NYCMng,46,0.411969,8.503,0.0
DNVRng__KSCYng,46,0.331856,7.483,0.0
DNVRng__SNVAng,46,0.131807,5.759,0.0
HSTNng__KSCYng,46,0.783939,23.142,0.0
IPLSng__KSCYng,46,0.602056,12.565,0.0
KSCYng__SNVAng,46,0.945904,92.428,1447.369
LOSAng__SNVAng,46,0.48882,9.781,0.0
NYCMng__WASHng,46,0.031864,5.165,0.0
SNVAng__STTLng,46,0.454443,9.165,0.0
ATLAM5__ATLAng,47,0.41126,8.493,0.0
ATLAng__CHINng,47,0.227367,6.471,0.0
ATLAng__HSTNng,47,0.861026,35.978,605.379
ATLAng__IPLSng,47,0.163013,5.974,0.0
ATLAng__WASHng,47,0.37737,8.03,0.0
CHINng__IPLSng,47,0.440641,8.939,0.0
CHINng__NYCMng,47,0.356179,7.766,0.0
DNVRng__KSCYng,47,0.371075,7.95,0.0
DNVRng__SNVAng,47,0.136496,5.79,0.0
HSTNng__KSCYng,47,0.824315,28.46,241.208
IPLSng__KSCYng,47,0.573604,11.726,0.0
KSCYng__SNVAng,47,0.909057,54.98,1081.848
LOSAng__SNVAng,47,0.416775,8.573,0.0
NYCMng__WASHng,47,0.032659,5.169,0.0
SNVAng__STTLng,47,0.491505,9.833,0.0
ATLAM5__ATLAng,48,0.464429,9.336,0.0
ATLAng__CHINng,48,0.259791,6.755,0.0
ATLAng__HSTNng,48,0.845672,32.399,453.066
ATLAng__IPLSng,48,0.164747,5.986,0.0
ATLAng__WASHng,48,0.404787,8.4,0.0
CHINng__IPLSng,48,0.469304,9.422,0.0
CHINng__NYCMng,48,0.382541,8.098,0.0
DNVRng__KSCYng,48,0.316308,7.313,0.0
DNVRng__SNVAng,48,0.137402,5.796,0.0
HSTNng__KSCYng,48,0.779918,22.719,0.0
IPLSng__KSCYng,48,0.573835,11.733,0.0
KSCYng__SNVAng,48,0.912369,57.058,1114.704
LOSAng__SNVAng,48,0.419167,8.608,0.0
NYCMng__WASHng,48,0.047004,5.247,0.0
SNVAng__STTLng,48,0.491652,9.836,0.0
ATLAM5__ATLAng,49,0.450275,9.095,0.0
ATLAng__CHINng,49,0.269651,6.846,0.0
ATLAng__HSTNng,49,0.834621,30.234,343.439
ATLAng__IPLSng,49,0.178356,6.085,0.0
ATLAng__WASHng,49,0.418,8.591,0.0
CHINng__IPLSng,49,0.638655,13.837,0.0
CHINng__NYCMng,49,0.416729,8.572,0.0
DNVRng__KSCYng,49,0.377696,8.035,0.0
DNVRng__SNVAng,49,0.106738,5.597,0.0
HSTNng__KSCYng,49,0.824364,28.468,241.694
IPLSng__KSCYng,49,0.729646,18.494,0.0
KSCYng__SNVAng,49,1.015514,500.0,2137.894
LOSAng__SNVAng,49,0.435703,8.861,0.0
NYCMng__WASHng,49,0.040247,5.21,0.0
SNVAng__STTLng,49,0.466898,9.379,0.0
ATLAM5__ATLAng,50,0.43526,8.854,0.0
ATLAng__CHINng,50,0.265853,6.811,0.0
ATLAng__HSTNng,50,0.85473,34.419,542.922
ATLAng__IPLSng,50,0.175586,6.065,0.0
ATLAng__WASHng,50,0.407043,8.432,0.0
CHINng__IPLSng,50,0.535041,10.754,0.0
CHINng__NYCMng,50,0.388514,8.177,0.0
DNVRng__KSCYng,50,0.356446,7.769,0.0
DNVRng__SNVAng,50,0.175278,6.063,0.0
HSTNng__KSCYng,50,0.836655,30.61,363.616
IPLSng__KSCYng,50,0.672552,15.27,0.0
KSCYng__SNVAng,50,0.991759,500.0,1902.249
LOSAng__SNVAng,50,0.482986,9.671,0.0
NYCMng__WASHng,50,0.037386,5.194,0.0
SNVAng__STTLng,50,0.533294,10.713,0.0
ATLAM5__ATLAng,51,0.482334,9.659,0.0
ATLAng__CHINng,51,0.269818,6.848,0.0
ATLAng__HSTNng,51,0.922929,64.875,1219.453
ATLAng__IPLSng,51,0.18087,6.104,0.0
ATLAng__WASHng,51,0.461242,9.281,0.0
CHINng__IPLSng,51,0.537654,10.814,0.0
CHINng__NYCMng,51,0.417356,8.582,0.0
DNVRng__KSCYng,51,0.349454,7.686,0.0
DNVRng__SNVAng,51,0.131649,5.758,0.0
HSTNng__KSCYng,51,0.894189,47.254,934.351
IPLSng__KSCYng,51,0.646387,14.14,0.0
KSCYng__SNVAng,51,1.068483,500.0,2663.354
LOSAng__SNVAng,51,0.519206,10.399,0.0
NYCMng__WASHng,51,0.038607,5.201,0.0
SNVAng__STTLng,51,0.630668,13.538,0.0
ATLAM5__ATLAng,52,0.474113,9.508,0.0
ATLAng__CHINng,52,0.32264,7.382,0.0
ATLAng__HSTNng,52,0.963403,136.622,1620.954
ATLAng__IPLSng,52,0.175459,6.064,0.0
ATLAng__WASHng,52,0.482,9.653,0.0
CHINng__IPLSng,52,0.559539,11.352,0.0
CHINng__NYCMng,52,0.446341,9.031,0.0
DNVRng__KSCYng,52,0.361844,7.835,0.0
DNVRng__SNVAng,52,0.134397,5.776,0.0
HSTNng__KSCYng,52,0.918382,61.261,1174.348
IPLSng__KSCYng,52,0.703073,16.839,0.0
KSCYng__SNVAng,52,1.139429,500.0,3367.133
LOSAng__SNVAng,52,0.52691,10.569,0.0
NYCMng__WASHng,52,0.042742,5.223,0.0
SNVAng__STTLng,52,0.534331,10.737,0.0
ATLAM5__ATLAng,53,0.507613,10.155,0.0
ATLAng__CHINng,53,0.283559,6.979,0.0
ATLAng__HSTNng,53,0.937284,79.725,1361.858
ATLAng__IPLSng,53,0.216221,6.379,0.0
ATLAng__WASHng,53,0.448633,9.068,0.0
CHINng__IPLSng,53,0.542434,10.927,0.0
CHINng__NYCMng,53,0.432512,8.811,0.0
DNVRng__KSCYng,53,0.375339,8.004,0.0
DNVRng__SNVAng,53,0.148793,5.874,0.0
HSTNng__KSCYng,53,0.909885,55.484,1090.055
IPLSng__KSCYng,53,0.677337,15.496,0.0
KSCYng__SNVAng,53,1.097829,500.0,2954.468
LOSAng__SNVAng,53,0.515453,10.319,0.0
NYCMng__WASHng,53,0.061304,5.327,0.0
SNVAng__STTLng,53,0.562523,11.429,0.0
ATLAM5__ATLAng,54,0.506051,10.123,0.0
ATLAng__CHINng,54,0.298559,7.128,0.0
ATLAng__HSTNng,54,0.993113,500.0,1915.678
ATLAng__IPLSng,54,0.196369,6.222,0.0
ATLAng__WASHng,54,0.504019,10.081,0.0
CHINng__IPLSng,54,0.650497,14.306,0.0
CHINng__NYCMng,54,0.493477,9.871,0.0
DNVRng__KSCYng,54,0.41147,8.496,0.0
DNVRng__SNVAng,54,0.147489,5.865,0.0
HSTNng__KSCYng,54,0.982337,283.082,1808.786
IPLSng__KSCYng,54,0.729033,18.452,0.0
KSCYng__SNVAng,54,1.140328,500.0,3376.051
LOSAng__SNVAng,54,0.532201,10.688,0.0
NYCMng__WASHng,54,0.047302,5.248,0.0
SNVAng__STTLng,54,0.582695,11.982,0.0
ATLAM5__ATLAng,55,0.509712,10.198,0.0
ATLAng__CHINng,55,0.313714,7.286,0.0
ATLAng__HSTNng,55,0.996449,500.0,1948.777
ATLAng__IPLSng,55,0.207593,6.31,0.0
ATLAng__WASHng,55,0.478004,9.579,0.0
CHINng__IPLSng,55,0.635954,13.735,0.0
CHINng__NYCMng,55,0.497984,9.96,0.0
DNVRng__KSCYng,55,0.398381,8.311,0.0
DNVRng__SNVAng,55,0.14917,5.877,0.0
HSTNng__KSCYng,55,0.965952,146.85,1646.239
IPLSng__KSCYng,55,0.771335,21.866,0.0
KSCYng__SNVAng,55,1.171884,500.0,3689.09
LOSAng__SNVAng,55,0.536751,10.793,0.0
NYCMng__WASHng,55,0.042488,5.222,0.0
SNVAng__STTLng,55,0.60685,12.718,0.0
ATLAM5__ATLAng,56,0.637306,13.786,0.0
ATLAng__CHINng,56,0.323123,7.387,0.0
ATLAng__HSTNng,56,0.988903,450.572,1873.918
ATLAng__IPLSng,56,0.200864,6.257,0.0
ATLAng__WASHng,56,0.577942,11.847,0.0
CHINng__IPLSng,56,0.60792,12.753,0.0
CHINng__NYCMng,56,0.473316,9.493,0.0
DNVRng__KSCYng,56,0.406486,8.424,0.0
DNVRng__SNVAng,56,0.146769,5.86,0.0
HSTNng__KSCYng,56,0.941281,85.151,1401.506
IPLSng__KSCYng,56,0.76061,20.886,0.0
KSCYng__SNVAng,56,1.16615,500.0,3632.209
LOSAng__SNVAng,56,0.554385,11.22,0.0
NYCMng__WASHng,56,0.04488,5.235,0.0
SNVAng__STTLng,56,0.611564,12.872,0.0
ATLAM5__ATLAng,57,0.548841,11.083,0.0
ATLAng__CHINng,57,0.299819,7.141,0.0
ATLAng__HSTNng,57,1.048333,500.0,2463.464
ATLAng__IPLSng,57,0.19743,6.23,0.0
ATLAng__WASHng,57,0.520817,10.434,0.0
CHINng__IPLSng,57,0.657276,14.589,0.0
CHINng__NYCMng,57,0.521758,10.455,0.0
DNVRng__KSCYng,57,0.484311,9.696,0.0
DNVRng__SNVAng,57,0.245972,6.631,0.0
HSTNng__KSCYng,57,1.015095,500.0,2133.741
IPLSng__KSCYng,57,0.803281,25.417,32.546
KSCYng__SNVAng,57,1.177452,500.0,3744.324
LOSAng__SNVAng,57,0.559432,11.349,0.0
NYCMng__WASHng,57,0.053309,5.282,0.0
SNVAng__STTLng,57,0.645642,14.11,0.0
ATLAM5__ATLAng,58,0.539835,10.866,0.0
ATLAng__CHINng,58,0.330361,7.467,0.0
ATLAng__HSTNng,58,1.037602,500.0,2357.016
ATLAng__IPLSng,58,0.211632,6.342,0.0
ATLAng__WASHng,58,0.527995,10.593,0.0
CHINng__IPLSng,58,0.638301,13.824,0.0
CHINng__NYCMng,58,0.493499,9.872,0.0
DNVRng__KSCYng,58,0.47787,9.576,0.0
DNVRng__SNVAng,58,0.162107,5.967,0.0
HSTNng__KSCYng,58,1.026414,500.0,2246.028
IPLSng__KSCYng,58,0.823853,28.385,236.626
KSCYng__SNVAng,58,1.21626,500.0,4129.297
LOSAng__SNVAng,58,0.566057,11.522,0.0
NYCMng__WASHng,58,0.052972,5.28,0.0
SNVAng__STTLng,58,0.631448,13.567,0.0
ATLAM5__ATLAng,59,0.551938,11.159,0.0
ATLAng__CHINng,59,0.361945,7.836,0.0
ATLAng__HSTNng,59,1.071026,500.0,2688.581
ATLAng__IPLSng,59,0.211667,6.342,0.0
ATLAng__WASHng,59,0.555939,11.26,0.0
CHINng__IPLSng,59,0.658663,14.648,0.0
CHINng__NYCMng,59,0.530678,10.654,0.0
DNVRng__KSCYng,59,0.476187,9.545,0.0
DNVRng__SNVAng,59,0.158052,5.939,0.0
HSTNng__KSCYng,59,1.038735,500.0,2368.254
IPLSng__KSCYng,59,0.784369,23.188,0.0
KSCYng__SNVAng,59,1.21646,500.0,4131.285
LOSAng__SNVAng,59,0.54672,11.031,0.0
NYCMng__WASHng,59,0.054593,5.289,0.0
SNVAng__STTLng,59,0.628952,13.475,0.0
ATLAM5__ATLAng,60,0.588631,12.155,0.0
ATLAng__CHINng,60,0.324016,7.397,0.0
ATLAng__HSTNng,60,1.169816,500.0,3668.571
ATLAng__IPLSng,60,0.221641,6.424,0.0
ATLAng__WASHng,60,0.548166,11.066,0.0
CHINng__IPLSng,60,0.772811,22.008,0.0
CHINng__NYCMng,60,0.55581,11.256,0.0
DNVRng__KSCYng,60,0.468072,9.4,0.0
DNVRng__SNVAng,60,0.171206,6.033,0.0
HSTNng__KSCYng,60,1.144014,500.0,3412.616
IPLSng__KSCYng,60,1.063462,500.0,2613.547
KSCYng__SNVAng,60,1.370786,500.0,5662.202
LOSAng__SNVAng,60,0.634081,13.664,0.0
NYCMng__WASHng,60,0.056314,5.298,0.0
SNVAng__STTLng,60,0.715,17.544,0.0
ATLAM5__ATLAng,61,0.635342,13.711,0.0
ATLAng__CHINng,61,0.379363,8.056,0.0
ATLAng__HSTNng,61,1.13855,500.0,3358.414
ATLAng__IPLSng,61,0.225764,6.458,0.0
ATLAng__WASHng,61,0.561121,11.393,0.0
CHINng__IPLSng,61,0.695929,16.444,0.0
CHINng__NYCMng,61,0.553448,11.197,0.0
DNVRng__KSCYng,61,0.491855,9.84,0.0
DNVRng__SNVAng,61,0.150217,5.884,0.0
HSTNng__KSCYng,61,1.115076,500.0,3125.554
IPLSng__KSCYng,61,0.833837,30.091,335.664
KSCYng__SNVAng,61,1.285927,500.0,4820.399
LOSAng__SNVAng,61,0.603522,12.611,0.0
NYCMng__WASHng,61,0.056639,5.3,0.0
SNVAng__STTLng,61,0.801438,25.181,14.262
ATLAM5__ATLAng,62,0.582502,11.976,0.0
ATLAng__CHINng,62,0.343476,7.616,0.0
ATLAng__HSTNng,62,1.14137,500.0,3386.389
ATLAng__IPLSng,62,0.226886,6.467,0.0
ATLAng__WASHng,62,0.555956,11.26,0.0
CHINng__IPLSng,62,0.711263,17.317,0.0
CHINng__NYCMng,62,0.57689,11.817,0.0
DNVRng__KSCYng,62,0.468965,9.416,0.0
DNVRng__SNVAng,62,0.161054,5.96,0.0
HSTNng__KSCYng,62,1.111957,500.0,3094.614
IPLSng__KSCYng,62,0.865145,37.077,646.235
KSCYng__SNVAng,62,1.339241,500.0,5349.267
LOSAng__SNVAng,62,0.648715,14.233,0.0
NYCMng__WASHng,62,0.066848,5.358,0.0
SNVAng__STTLng,62,0.64817,14.211,0.0
ATLAM5__ATLAng,63,0.6537,14.438,0.0
ATLAng__CHINng,63,0.357262,7.779,0.0
ATLAng__HSTNng,63,1.200258,500.0,3970.563
ATLAng__IPLSng,63,0.240936,6.587,0.0
ATLAng__WASHng,63,0.628605,13.463,0.0
CHINng__IPLSng,63,0.751861,20.15,0.0
CHINng__NYCMng,63,0.563098,11.444,0.0
DNVRng__KSCYng,63,0.501709,10.034,0.0
DNVRng__SNVAng,63,0.181556,6.109,0.0
HSTNng__KSCYng,63,1.180599,500.0,3775.546
IPLSng__KSCYng,63,0.904856,52.552,1040.174
KSCYng__SNVAng,63,1.37185,500.0,5672.749
LOSAng__SNVAng,63,0.638906,13.847,0.0
NYCMng__WASHng,63,0.068409,5.367,0.0
SNVAng__STTLng,63,0.708951,17.179,0.0
ATLAM5__ATLAng,64,0.670658,15.182,0.0
ATLAng__CHINng,64,0.412337,8.508,0.0
ATLAng__HSTNng,64,1.271187,500.0,4674.174
ATLAng__IPLSng,64,0.255224,6.713,0.0
ATLAng__WASHng,64,0.643061,14.008,0.0
CHINng__IPLSng,64,0.758457,20.7,0.0
CHINng__NYCMng,64,0.628547,13.461,0.0
DNVRng__KSCYng,64,0.534885,10.75,0.0
DNVRng__SNVAng,64,0.17219,6.04,0.0
HSTNng__KSCYng,64,1.22154,500.0,4181.68
IPLSng__KSCYng,64,0.919326,61.978,1183.714
KSCYng__SNVAng,64,1.433798,500.0,6287.28
LOSAng__SNVAng,64,0.645387,14.1,0.0
NYCMng__WASHng,64,0.055207,5.292,0.0
SNVAng__STTLng,64,0.753599,20.292,0.0
ATLAM5__ATLAng,65,0.647581,14.188,0.0
ATLAng__CHINng,65,0.364706,7.87,0.0
ATLAng__HSTNng,65,1.24627,500.0,4426.995
ATLAng__IPLSng,65,0.23974,6.577,0.0
ATLAng__WASHng,65,0.633929,13.659,0.0
CHINng__IPLSng,65,0.739563,19.198,0.0
CHINng__NYCMng,65,0.586474,12.091,0.0
DNVRng__KSCYng,65,0.541188,10.898,0.0
DNVRng__SNVAng,65,0.189966,6.173,0.0
HSTNng__KSCYng,65,1.187531,500.0,3844.303
IPLSng__KSCYng,65,0.889313,45.172,885.984
KSCYng__SNVAng,65,1.371184,500.0,5666.147
LOSAng__SNVAng,65,0.642106,13.971,0.0
NYCMng__WASHng,65,0.058899,5.313,0.0
SNVAng__STTLng,65,0.723275,18.068,0.0
ATLAM5__ATLAng,66,0.666738,15.003,0.0
ATLAng__CHINng,66,0.395219,8.267,0.0
ATLAng__HSTNng,66,1.317178,500.0,5130.408
ATLAng__IPLSng,66,0.248967,6.657,0.0
ATLAng__WASHng,66,0.634506,13.68,0.0
CHINng__IPLSng,66,0.749274,19.942,0.0
CHINng__NYCMng,66,0.598883,12.465,0.0
DNVRng__KSCYng,66,0.556656,11.278,0.0
DNVRng__SNVAng,66,0.178678,6.088,0.0
HSTNng__KSCYng,66,1.274428,500.0,4706.33
IPLSng__KSCYng,66,0.934318,76.124,1332.433
KSCYng__SNVAng,66,1.475345,500.0,6699.426
LOSAng__SNVAng,66,0.67349,15.313,0.0
NYCMng__WASHng,66,0.059178,5.315,0.0
SNVAng__STTLng,66,0.762048,21.013,0.0
ATLAM5__ATLAng,67,0.69404,16.342,0.0
ATLAng__CHINng,67,0.389034,8.184,0.0
ATLAng__HSTNng,67,1.372558,500.0,5679.774
ATLAng__IPLSng,67,0.270428,6.853,0.0
ATLAng__WASHng,67,0.63606,13.739,0.0
CHINng__IPLSng,67,0.76335,21.128,0.0
CHINng__NYCMng,67,0.587323,12.116,0.0
DNVRng__KSCYng,67,0.54933,11.095,0.0
DNVRng__SNVAng,67,0.192526,6.192,0.0
HSTNng__KSCYng,67,1.285016,500.0,4811.362
IPLSng__KSCYng,67,0.950724,101.469,1495.181
KSCYng__SNVAng,67,1.464935,500.0,6596.156
LOSAng__SNVAng,67,0.674541,15.363,0.0
NYCMng__WASHng,67,0.069045,5.371,0.0
SNVAng__STTLng,67,0.767151,21.473,0.0
ATLAM5__ATLAng,68,0.682103,15.728,0.0
ATLAng__CHINng,68,0.384828,8.128,0.0
ATLAng__HSTNng,68,1.331863,500.0,5276.082
ATLAng__IPLSng,68,0.272941,6.877,0.0
ATLAng__WASHng,68,0.626718,13.395,0.0
CHINng__IPLSng,68,0.821986,28.088,218.097
CHINng__NYCMng,68,0.630163,13.519,0.0
DNVRng__KSCYng,68,0.550482,11.123,0.0
DNVRng__SNVAng,68,0.186654,6.147,0.0
HSTNng__KSCYng,68,1.285505,500.0,4816.214
IPLSng__KSCYng,68,1.026956,500.0,2251.405
KSCYng__SNVAng,68,1.562281,500.0,7561.825
LOSAng__SNVAng,68,0.706544,17.038,0.0
NYCMng__WASHng,68,0.060083,5.32,0.0
SNVAng__STTLng,68,0.809962,26.311,98.821
ATLAM5__ATLAng,69,0.697473,16.527,0.0
ATLAng__CHINng,69,0.409435,8.466,0.0
ATLAng__HSTNng,69,1.311581,500.0,5074.884
ATLAng__IPLSng,69,0.286965,7.012,0.0
ATLAng__WASHng,69,0.698394,16.578,0.0
CHINng__IPLSng,69,0.810014,26.318,99.34
CHINng__NYCMng,69,0.646724,14.153,0.0
DNVRng__KSCYng,69,0.558304,11.32,0.0
DNVRng__SNVAng,69,0.199176,6.244,0.0
